idcodigo,codifodepartamento,nombredepartamento,codigomunicipio,nombremunicipio
46,5,ANTIOQUIA,264,ENTRERRIOS
47,5,ANTIOQUIA,266,ENVIGADO
48,5,ANTIOQUIA,282,FREDONIA
49,5,ANTIOQUIA,284,FRONTINO
50,5,ANTIOQUIA,306,GIRALDO
51,5,ANTIOQUIA,308,GIRARDOTA
52,5,ANTIOQUIA,310,GOMEZ PLATA
53,5,ANTIOQUIA,313,GRANADA
54,5,ANTIOQUIA,315,GUADALUPE
55,5,ANTIOQUIA,318,GUARNE
56,5,ANTIOQUIA,321,GUATAPE
57,5,ANTIOQUIA,347,HELICONIA
58,5,ANTIOQUIA,353,HISPANIA
59,5,ANTIOQUIA,360,ITAGUI
60,5,ANTIOQUIA,361,ITUANGO
61,5,ANTIOQUIA,364,JARDIN
62,5,ANTIOQUIA,368,JERICO
63,5,ANTIOQUIA,376,LA CEJA
64,5,ANTIOQUIA,380,LA ESTRELLA
65,5,ANTIOQUIA,390,LA PINTADA
66,5,ANTIOQUIA,400,LA UNION
67,5,ANTIOQUIA,411,LIBORINA
68,5,ANTIOQUIA,425,MACEO
69,5,ANTIOQUIA,440,MARINILLA
70,5,ANTIOQUIA,467,MONTEBELLO
71,5,ANTIOQUIA,475,MURINDO
72,5,ANTIOQUIA,480,MUTATA
73,5,ANTIOQUIA,483,NARIÑO
74,5,ANTIOQUIA,490,NECOCLI
75,5,ANTIOQUIA,495,NECHI
76,5,ANTIOQUIA,501,OLAYA
77,5,ANTIOQUIA,541,PEÐOL
78,5,ANTIOQUIA,543,PEQUE
79,5,ANTIOQUIA,576,PUEBLORRICO
80,5,ANTIOQUIA,579,PUERTO BERRIO
81,5,ANTIOQUIA,585,PUERTO NARE
82,5,ANTIOQUIA,591,PUERTO TRIUNFO
83,5,ANTIOQUIA,604,REMEDIOS
84,5,ANTIOQUIA,607,RETIRO
85,5,ANTIOQUIA,615,RIONEGRO
86,5,ANTIOQUIA,628,SABANALARGA
87,5,ANTIOQUIA,631,SABANETA
88,5,ANTIOQUIA,642,SALGAR
89,5,ANTIOQUIA,647,SAN ANDRES DE CUERQUIA
90,5,ANTIOQUIA,649,SAN CARLOS
91,5,ANTIOQUIA,652,SAN FRANCISCO
92,5,ANTIOQUIA,656,SAN JERONIMO
93,5,ANTIOQUIA,658,SAN JOSE DE LA MONTAÑA
94,5,ANTIOQUIA,659,SAN JUAN DE URABA
95,5,ANTIOQUIA,660,SAN LUIS
96,5,ANTIOQUIA,664,SAN PEDRO
97,5,ANTIOQUIA,665,SAN PEDRO DE URABA
98,5,ANTIOQUIA,667,SAN RAFAEL
99,5,ANTIOQUIA,670,SAN ROQUE
100,5,ANTIOQUIA,674,SAN VICENTE
101,5,ANTIOQUIA,679,SANTA BARBARA
102,5,ANTIOQUIA,686,SANTA ROSA DE OSOS
103,5,ANTIOQUIA,690,SANTO DOMINGO
104,5,ANTIOQUIA,697,EL SANTUARIO
105,5,ANTIOQUIA,736,SEGOVIA
106,5,ANTIOQUIA,756,SONSON
107,5,ANTIOQUIA,761,SOPETRAN
108,5,ANTIOQUIA,789,TAMESIS
109,5,ANTIOQUIA,790,TARAZA
110,5,ANTIOQUIA,792,TARSO
111,5,ANTIOQUIA,809,TITIRIBI
112,5,ANTIOQUIA,819,TOLEDO
113,5,ANTIOQUIA,837,TURBO
114,5,ANTIOQUIA,842,URAMITA
115,5,ANTIOQUIA,847,URRAO
116,5,ANTIOQUIA,854,VALDIVIA
117,5,ANTIOQUIA,856,VALPARAISO
118,5,ANTIOQUIA,858,VEGACHI
119,5,ANTIOQUIA,861,VENECIA
120,5,ANTIOQUIA,873,VIGIA DEL FUERTE
121,5,ANTIOQUIA,885,YALI
122,5,ANTIOQUIA,887,YARUMAL
123,5,ANTIOQUIA,890,YOLOMBO
124,5,ANTIOQUIA,893,YONDO
125,5,ANTIOQUIA,895,ZARAGOZA
126,8,ATLANTICO,1,BARRANQUILLA
127,8,ATLANTICO,78,BARANOA
128,8,ATLANTICO,137,CAMPO DE LA CRUZ
129,8,ATLANTICO,141,CANDELARIA
130,8,ATLANTICO,296,GALAPA
131,8,ATLANTICO,372,JUAN DE ACOSTA
132,8,ATLANTICO,421,LURUACO
133,8,ATLANTICO,433,MALAMBO
134,8,ATLANTICO,436,MANATI
135,8,ATLANTICO,520,PALMAR DE VARELA
136,8,ATLANTICO,549,PIOJO
137,8,ATLANTICO,558,POLONUEVO
138,8,ATLANTICO,560,PONEDERA
139,8,ATLANTICO,573,PUERTO COLOMBIA
140,8,ATLANTICO,606,REPELON
141,8,ATLANTICO,634,SABANAGRANDE
142,8,ATLANTICO,638,SABANALARGA
143,8,ATLANTICO,675,SANTA LUCIA
144,8,ATLANTICO,685,SANTO TOMAS
145,8,ATLANTICO,758,SOLEDAD
146,8,ATLANTICO,770,SUAN
147,8,ATLANTICO,832,TUBARA
148,8,ATLANTICO,849,USIACURI
149,11,BOGOTA,1,"BOGOTA, D.C."
150,13,BOLIVAR,1,CARTAGENA
151,13,BOLIVAR,6,ACHI
152,13,BOLIVAR,30,ALTOS DEL ROSARIO
153,13,BOLIVAR,42,ARENAL
154,13,BOLIVAR,52,ARJONA
155,13,BOLIVAR,62,ARROYOHONDO
156,13,BOLIVAR,74,BARRANCO DE LOBA
157,13,BOLIVAR,140,CALAMAR
158,13,BOLIVAR,160,CANTAGALLO
159,13,BOLIVAR,188,CICUCO
160,13,BOLIVAR,212,CORDOBA
161,13,BOLIVAR,222,CLEMENCIA
162,13,BOLIVAR,244,EL CARMEN DE BOLIVAR
163,13,BOLIVAR,248,EL GUAMO
164,13,BOLIVAR,268,EL PEÑON
165,13,BOLIVAR,300,HATILLO DE LOBA
166,13,BOLIVAR,430,MAGANGUE
167,13,BOLIVAR,433,MAHATES
168,13,BOLIVAR,440,MARGARITA
169,13,BOLIVAR,442,MARIA LA BAJA
170,13,BOLIVAR,458,MONTECRISTO
171,13,BOLIVAR,468,MOMPOS
172,13,BOLIVAR,490,NOROSI
173,13,BOLIVAR,473,MORALES
174,13,BOLIVAR,549,PINILLOS
175,13,BOLIVAR,580,REGIDOR
176,13,BOLIVAR,600,RIO VIEJO
177,13,BOLIVAR,620,SAN CRISTOBAL
178,13,BOLIVAR,647,SAN ESTANISLAO
179,13,BOLIVAR,650,SAN FERNANDO
180,13,BOLIVAR,654,SAN JACINTO
181,13,BOLIVAR,655,SAN JACINTO DEL CAUCA
182,13,BOLIVAR,657,SAN JUAN NEPOMUCENO
183,13,BOLIVAR,667,SAN MARTIN DE LOBA
184,13,BOLIVAR,670,SAN PABLO
185,13,BOLIVAR,673,SANTA CATALINA
186,13,BOLIVAR,683,SANTA ROSA
187,13,BOLIVAR,688,SANTA ROSA DEL SUR
188,13,BOLIVAR,744,SIMITI
189,13,BOLIVAR,760,SOPLAVIENTO
190,13,BOLIVAR,780,TALAIGUA NUEVO
191,13,BOLIVAR,810,TIQUISIO
192,13,BOLIVAR,836,TURBACO
193,13,BOLIVAR,838,TURBANA
194,13,BOLIVAR,873,VILLANUEVA
195,13,BOLIVAR,894,ZAMBRANO
196,15,BOYACA,1,TUNJA
197,15,BOYACA,22,ALMEIDA
198,15,BOYACA,47,AQUITANIA
199,15,BOYACA,51,ARCABUCO
200,15,BOYACA,87,BELEN
201,15,BOYACA,90,BERBEO
202,15,BOYACA,92,BETEITIVA
203,15,BOYACA,97,BOAVITA
204,15,BOYACA,104,BOYACA
205,15,BOYACA,106,BRICEÑO
206,15,BOYACA,109,BUENAVISTA
207,15,BOYACA,114,BUSBANZA
208,15,BOYACA,131,CALDAS
209,15,BOYACA,135,CAMPOHERMOSO
210,15,BOYACA,162,CERINZA
211,15,BOYACA,172,CHINAVITA
212,15,BOYACA,176,CHIQUINQUIRA
213,15,BOYACA,180,CHISCAS
214,15,BOYACA,183,CHITA
215,15,BOYACA,185,CHITARAQUE
216,15,BOYACA,187,CHIVATA
217,15,BOYACA,189,CIENEGA
218,15,BOYACA,204,COMBITA
219,15,BOYACA,212,COPER
220,15,BOYACA,215,CORRALES
221,15,BOYACA,218,COVARACHIA
222,15,BOYACA,223,CUBARA
223,15,BOYACA,224,CUCAITA
224,15,BOYACA,226,CUITIVA
225,15,BOYACA,232,CHIQUIZA
226,15,BOYACA,236,CHIVOR
227,15,BOYACA,238,DUITAMA
228,15,BOYACA,244,EL COCUY
229,15,BOYACA,248,EL ESPINO
230,15,BOYACA,272,FIRAVITOBA
231,15,BOYACA,276,FLORESTA
232,15,BOYACA,293,GACHANTIVA
233,15,BOYACA,296,GAMEZA
234,15,BOYACA,299,GARAGOA
235,15,BOYACA,317,GUACAMAYAS
236,15,BOYACA,322,GUATEQUE
237,15,BOYACA,325,GUAYATA
238,15,BOYACA,332,GsICAN
239,15,BOYACA,362,IZA
240,15,BOYACA,367,JENESANO
241,15,BOYACA,368,JERICO
242,15,BOYACA,377,LABRANZAGRANDE
243,15,BOYACA,380,LA CAPILLA
244,15,BOYACA,401,LA VICTORIA
245,15,BOYACA,403,LA UVITA
246,15,BOYACA,407,VILLA DE LEYVA
247,15,BOYACA,425,MACANAL
248,15,BOYACA,442,MARIPI
249,15,BOYACA,455,MIRAFLORES
250,15,BOYACA,464,MONGUA
251,15,BOYACA,466,MONGUI
252,15,BOYACA,469,MONIQUIRA
253,15,BOYACA,476,MOTAVITA
254,15,BOYACA,480,MUZO
255,15,BOYACA,491,NOBSA
256,15,BOYACA,494,NUEVO COLON
257,15,BOYACA,500,OICATA
258,15,BOYACA,507,OTANCHE
259,15,BOYACA,511,PACHAVITA
260,15,BOYACA,514,PAEZ
261,15,BOYACA,516,PAIPA
262,15,BOYACA,518,PAJARITO
263,15,BOYACA,522,PANQUEBA
264,15,BOYACA,531,PAUNA
265,15,BOYACA,533,PAYA
266,15,BOYACA,537,PAZ DE RIO
267,15,BOYACA,542,PESCA
268,15,BOYACA,550,PISBA
269,15,BOYACA,572,PUERTO BOYACA
270,15,BOYACA,580,QUIPAMA
271,15,BOYACA,599,RAMIRIQUI
272,15,BOYACA,600,RAQUIRA
273,15,BOYACA,621,RONDON
274,15,BOYACA,632,SABOYA
275,15,BOYACA,638,SACHICA
276,15,BOYACA,646,SAMACA
277,15,BOYACA,660,SAN EDUARDO
278,15,BOYACA,664,SAN JOSE DE PARE
279,15,BOYACA,667,SAN LUIS DE GACENO
280,15,BOYACA,673,SAN MATEO
281,15,BOYACA,676,SAN MIGUEL DE SEMA
282,15,BOYACA,681,SAN PABLO DE BORBUR
283,15,BOYACA,686,SANTANA
284,15,BOYACA,690,SANTA MARIA
285,15,BOYACA,693,SANTA ROSA DE VITERBO
286,15,BOYACA,696,SANTA SOFIA
287,15,BOYACA,720,SATIVANORTE
288,15,BOYACA,723,SATIVASUR
289,15,BOYACA,740,SIACHOQUE
290,15,BOYACA,753,SOATA
291,15,BOYACA,755,SOCOTA
292,15,BOYACA,757,SOCHA
293,15,BOYACA,759,SOGAMOSO
294,15,BOYACA,761,SOMONDOCO
295,15,BOYACA,762,SORA
296,15,BOYACA,763,SOTAQUIRA
297,15,BOYACA,764,SORACA
298,15,BOYACA,774,SUSACON
299,15,BOYACA,776,SUTAMARCHAN
300,15,BOYACA,778,SUTATENZA
301,15,BOYACA,790,TASCO
302,15,BOYACA,798,TENZA
303,15,BOYACA,804,TIBANA
304,15,BOYACA,806,TIBASOSA
305,15,BOYACA,808,TINJACA
306,15,BOYACA,810,TIPACOQUE
307,15,BOYACA,814,TOCA
308,15,BOYACA,816,TOGsI
309,15,BOYACA,820,TOPAGA
310,15,BOYACA,822,TOTA
311,15,BOYACA,832,TUNUNGUA
312,15,BOYACA,835,TURMEQUE
313,15,BOYACA,837,TUTA
314,15,BOYACA,839,TUTAZA
315,15,BOYACA,842,UMBITA
316,15,BOYACA,861,VENTAQUEMADA
317,15,BOYACA,879,VIRACACHA
318,15,BOYACA,897,ZETAQUIRA
319,17,CALDAS,1,MANIZALES
320,17,CALDAS,13,AGUADAS
321,17,CALDAS,42,ANSERMA
322,17,CALDAS,50,ARANZAZU
323,17,CALDAS,88,BELALCAZAR
324,17,CALDAS,174,CHINCHINA
325,17,CALDAS,272,FILADELFIA
326,17,CALDAS,380,LA DORADA
327,17,CALDAS,388,LA MERCED
328,17,CALDAS,433,MANZANARES
329,17,CALDAS,442,MARMATO
330,17,CALDAS,444,MARQUETALIA
331,17,CALDAS,446,MARULANDA
332,17,CALDAS,486,NEIRA
333,17,CALDAS,495,NORCASIA
334,17,CALDAS,513,PACORA
335,17,CALDAS,524,PALESTINA
336,17,CALDAS,541,PENSILVANIA
337,17,CALDAS,614,RIOSUCIO
338,17,CALDAS,616,RISARALDA
339,17,CALDAS,653,SALAMINA
340,17,CALDAS,662,SAMANA
341,17,CALDAS,665,SAN JOSE
342,17,CALDAS,777,SUPIA
343,17,CALDAS,867,VICTORIA
344,17,CALDAS,873,VILLAMARIA
345,17,CALDAS,877,VITERBO
346,18,CAQUETA,1,FLORENCIA
347,18,CAQUETA,29,ALBANIA
348,18,CAQUETA,94,BELEN DE LOS ANDAQUIES
349,18,CAQUETA,150,CARTAGENA DEL CHAIRA
350,18,CAQUETA,205,CURILLO
351,18,CAQUETA,247,EL DONCELLO
352,18,CAQUETA,256,EL PAUJIL
353,18,CAQUETA,410,LA MONTAÑITA
354,18,CAQUETA,460,MILAN
355,18,CAQUETA,479,MORELIA
356,18,CAQUETA,592,PUERTO RICO
357,18,CAQUETA,610,SAN JOSE DEL FRAGUA
358,18,CAQUETA,753,SAN VICENTE DEL CAGUAN
359,18,CAQUETA,756,SOLANO
360,18,CAQUETA,785,SOLITA
361,18,CAQUETA,860,VALPARAISO
362,19,CAUCA,1,POPAYAN
363,19,CAUCA,22,ALMAGUER
364,19,CAUCA,50,ARGELIA
365,19,CAUCA,75,BALBOA
366,19,CAUCA,100,BOLIVAR
367,19,CAUCA,110,BUENOS AIRES
368,19,CAUCA,130,CAJIBIO
369,19,CAUCA,137,CALDONO
370,19,CAUCA,142,CALOTO
371,19,CAUCA,212,CORINTO
372,19,CAUCA,256,EL TAMBO
373,19,CAUCA,290,FLORENCIA
374,19,CAUCA,300,GUACHENE
375,19,CAUCA,318,GUAPI
376,19,CAUCA,355,INZA
377,19,CAUCA,364,JAMBALO
378,19,CAUCA,392,LA SIERRA
379,19,CAUCA,397,LA VEGA
380,19,CAUCA,418,LOPEZ
381,19,CAUCA,450,MERCADERES
382,19,CAUCA,455,MIRANDA
383,19,CAUCA,473,MORALES
384,19,CAUCA,513,PADILLA
385,19,CAUCA,517,PAEZ
386,19,CAUCA,532,PATIA
387,19,CAUCA,533,PIAMONTE
388,19,CAUCA,548,PIENDAMO
389,19,CAUCA,573,PUERTO TEJADA
390,19,CAUCA,585,PURACE
391,19,CAUCA,622,ROSAS
392,19,CAUCA,693,SAN SEBASTIAN
393,19,CAUCA,698,SANTANDER DE QUILICHAO
394,19,CAUCA,701,SANTA ROSA
395,19,CAUCA,743,SILVIA
396,19,CAUCA,760,SOTARA
397,19,CAUCA,780,SUAREZ
398,19,CAUCA,785,SUCRE
399,19,CAUCA,807,TIMBIO
400,19,CAUCA,809,TIMBIQUI
401,19,CAUCA,821,TORIBIO
402,19,CAUCA,824,TOTORO
403,19,CAUCA,845,VILLA RICA
404,20,CESAR,1,VALLEDUPAR
405,20,CESAR,11,AGUACHICA
406,20,CESAR,13,AGUSTIN CODAZZI
407,20,CESAR,32,ASTREA
408,20,CESAR,45,BECERRIL
409,20,CESAR,60,BOSCONIA
410,20,CESAR,175,CHIMICHAGUA
411,20,CESAR,178,CHIRIGUANA
412,20,CESAR,228,CURUMANI
413,20,CESAR,238,EL COPEY
414,20,CESAR,250,EL PASO
415,20,CESAR,295,GAMARRA
416,20,CESAR,310,GONZALEZ
417,20,CESAR,383,LA GLORIA
418,20,CESAR,400,LA JAGUA DE IBIRICO
419,20,CESAR,443,MANAURE
420,20,CESAR,517,PAILITAS
421,20,CESAR,550,PELAYA
422,20,CESAR,570,PUEBLO BELLO
423,20,CESAR,614,RIO DE ORO
424,20,CESAR,621,LA PAZ
425,20,CESAR,710,SAN ALBERTO
426,20,CESAR,750,SAN DIEGO
427,20,CESAR,770,SAN MARTIN
428,20,CESAR,787,TAMALAMEQUE
429,23,CORDOBA,1,MONTERIA
430,23,CORDOBA,68,AYAPEL
431,23,CORDOBA,79,BUENAVISTA
432,23,CORDOBA,90,CANALETE
433,23,CORDOBA,162,CERETE
434,23,CORDOBA,168,CHIMA
435,23,CORDOBA,182,CHINU
436,23,CORDOBA,189,CIENAGA DE ORO
437,23,CORDOBA,300,COTORRA
438,23,CORDOBA,350,LA APARTADA
439,23,CORDOBA,417,LORICA
440,23,CORDOBA,419,LOS CORDOBAS
441,23,CORDOBA,464,MOMIL
442,23,CORDOBA,466,MONTELIBANO
443,23,CORDOBA,500,MOÑITOS
444,23,CORDOBA,555,PLANETA RICA
445,23,CORDOBA,570,PUEBLO NUEVO
446,23,CORDOBA,574,PUERTO ESCONDIDO
447,23,CORDOBA,580,PUERTO LIBERTADOR
448,23,CORDOBA,586,PURISIMA
449,23,CORDOBA,660,SAHAGUN
450,23,CORDOBA,670,SAN ANDRES SOTAVENTO
451,23,CORDOBA,672,SAN ANTERO
452,23,CORDOBA,675,SAN BERNARDO DEL VIENTO
453,23,CORDOBA,678,SAN CARLOS
454,23,CORDOBA,686,SAN PELAYO
455,23,CORDOBA,807,TIERRALTA
456,23,CORDOBA,855,VALENCIA
457,25,CUNDINAMARCA,1,AGUA DE DIOS
458,25,CUNDINAMARCA,19,ALBAN
459,25,CUNDINAMARCA,35,ANAPOIMA
460,25,CUNDINAMARCA,40,ANOLAIMA
461,25,CUNDINAMARCA,53,ARBELAEZ
462,25,CUNDINAMARCA,86,BELTRAN
463,25,CUNDINAMARCA,95,BITUIMA
464,25,CUNDINAMARCA,99,BOJACA
465,25,CUNDINAMARCA,120,CABRERA
466,25,CUNDINAMARCA,123,CACHIPAY
467,25,CUNDINAMARCA,126,CAJICA
468,25,CUNDINAMARCA,148,CAPARRAPI
469,25,CUNDINAMARCA,151,CAQUEZA
470,25,CUNDINAMARCA,154,CARMEN DE CARUPA
471,25,CUNDINAMARCA,168,CHAGUANI
472,25,CUNDINAMARCA,175,CHIA
473,25,CUNDINAMARCA,178,CHIPAQUE
474,25,CUNDINAMARCA,181,CHOACHI
475,25,CUNDINAMARCA,183,CHOCONTA
476,25,CUNDINAMARCA,200,COGUA
477,25,CUNDINAMARCA,214,COTA
478,25,CUNDINAMARCA,224,CUCUNUBA
479,25,CUNDINAMARCA,245,EL COLEGIO
480,25,CUNDINAMARCA,258,EL PEÑON
481,25,CUNDINAMARCA,260,EL ROSAL
482,25,CUNDINAMARCA,269,FACATATIVA
483,25,CUNDINAMARCA,279,FOMEQUE
484,25,CUNDINAMARCA,281,FOSCA
485,25,CUNDINAMARCA,286,FUNZA
486,25,CUNDINAMARCA,288,FUQUENE
487,25,CUNDINAMARCA,290,FUSAGASUGA
488,25,CUNDINAMARCA,293,GACHALA
489,25,CUNDINAMARCA,295,GACHANCIPA
490,25,CUNDINAMARCA,297,GACHETA
491,25,CUNDINAMARCA,299,GAMA
492,25,CUNDINAMARCA,307,GIRARDOT
493,25,CUNDINAMARCA,312,GRANADA
494,25,CUNDINAMARCA,317,GUACHETA
495,25,CUNDINAMARCA,320,GUADUAS
496,25,CUNDINAMARCA,322,GUASCA
497,25,CUNDINAMARCA,324,GUATAQUI
498,25,CUNDINAMARCA,326,GUATAVITA
499,25,CUNDINAMARCA,328,GUAYABAL DE SIQUIMA
500,25,CUNDINAMARCA,335,GUAYABETAL
501,25,CUNDINAMARCA,339,GUTIERREZ
502,25,CUNDINAMARCA,368,JERUSALEN
503,25,CUNDINAMARCA,372,JUNIN
504,25,CUNDINAMARCA,377,LA CALERA
505,25,CUNDINAMARCA,386,LA MESA
506,25,CUNDINAMARCA,394,LA PALMA
507,25,CUNDINAMARCA,398,LA PEÑA
508,25,CUNDINAMARCA,402,LA VEGA
509,25,CUNDINAMARCA,407,LENGUAZAQUE
510,25,CUNDINAMARCA,426,MACHETA
511,25,CUNDINAMARCA,430,MADRID
512,25,CUNDINAMARCA,436,MANTA
513,25,CUNDINAMARCA,438,MEDINA
514,25,CUNDINAMARCA,473,MOSQUERA
515,25,CUNDINAMARCA,483,NARIÑO
516,25,CUNDINAMARCA,486,NEMOCON
517,25,CUNDINAMARCA,488,NILO
518,25,CUNDINAMARCA,489,NIMAIMA
519,25,CUNDINAMARCA,491,NOCAIMA
520,25,CUNDINAMARCA,506,VENECIA
521,25,CUNDINAMARCA,513,PACHO
522,25,CUNDINAMARCA,518,PAIME
523,25,CUNDINAMARCA,524,PANDI
524,25,CUNDINAMARCA,530,PARATEBUENO
525,25,CUNDINAMARCA,535,PASCA
526,25,CUNDINAMARCA,572,PUERTO SALGAR
527,25,CUNDINAMARCA,580,PULI
528,25,CUNDINAMARCA,592,QUEBRADANEGRA
529,25,CUNDINAMARCA,594,QUETAME
530,25,CUNDINAMARCA,596,QUIPILE
531,25,CUNDINAMARCA,599,APULO
532,25,CUNDINAMARCA,612,RICAURTE
533,25,CUNDINAMARCA,645,SAN ANTONIO DEL TEQUENDA
534,25,CUNDINAMARCA,649,SAN BERNARDO
535,25,CUNDINAMARCA,653,SAN CAYETANO
536,25,CUNDINAMARCA,658,SAN FRANCISCO
